Periodo,Categoría,Estancia media,DATA
2022M11,TOTAL,Estancia media Residentes en Espańa,1.76
2022M11,TOTAL,Estancia media No residentes en Espańa,1.83
2022M11,4 y 5 estrellas,Estancia media,1.92
2022M11,4 y 5 estrellas,Estancia media Residentes en Espańa,1.88
2022M11,4 y 5 estrellas,Estancia media No residentes en Espańa,2.17
2022M11,3 estrellas,Estancia media,1.72
2022M11,3 estrellas,Estancia media Residentes en Espańa,1.72
2022M11,3 estrellas,Estancia media No residentes en Espańa,1.73
2022M11,1 y 2 estrellas,Estancia media,1.55
2022M11,1 y 2 estrellas,Estancia media Residentes en Espańa,1.55
2022M11,1 y 2 estrellas,Estancia media No residentes en Espańa,1.54
2022M11,Hostales y pensiones,Estancia media,1.62
2022M11,Hostales y pensiones,Estancia media Residentes en Espańa,1.66
2022M11,Hostales y pensiones,Estancia media No residentes en Espańa,1.36
2022M12,TOTAL,Estancia media,1.83
2022M12,TOTAL,Estancia media Residentes en Espańa,1.84
2022M12,TOTAL,Estancia media No residentes en Espańa,1.79
2022M12,4 y 5 estrellas,Estancia media,1.95
2022M12,4 y 5 estrellas,Estancia media Residentes en Espańa,1.96
2022M12,4 y 5 estrellas,Estancia media No residentes en Espańa,1.82
2022M12,3 estrellas,Estancia media,1.76
2022M12,3 estrellas,Estancia media Residentes en Espańa,1.75
2022M12,3 estrellas,Estancia media No residentes en Espańa,1.84
2022M12,1 y 2 estrellas,Estancia media,1.61
2022M12,1 y 2 estrellas,Estancia media Residentes en Espańa,1.62
2022M12,1 y 2 estrellas,Estancia media No residentes en Espańa,1.55
2022M12,Hostales y pensiones,Estancia media,1.76
2022M12,Hostales y pensiones,Estancia media Residentes en Espańa,1.79
2022M12,Hostales y pensiones,Estancia media No residentes en Espańa,1.44
2023M01,TOTAL,Estancia media,1.66
2023M01,TOTAL,Estancia media Residentes en Espańa,1.65
2023M01,TOTAL,Estancia media No residentes en Espańa,1.76
2023M01,4 y 5 estrellas,Estancia media,1.69
2023M01,4 y 5 estrellas,Estancia media Residentes en Espańa,1.68
2023M01,4 y 5 estrellas,Estancia media No residentes en Espańa,1.76
2023M01,3 estrellas,Estancia media,1.64
2023M01,3 estrellas,Estancia media Residentes en Espańa,1.63
2023M01,3 estrellas,Estancia media No residentes en Espańa,1.81
2023M01,1 y 2 estrellas,Estancia media,1.49
2023M01,1 y 2 estrellas,Estancia media Residentes en Espańa,1.5
2023M01,1 y 2 estrellas,Estancia media No residentes en Espańa,1.41
2023M01,Hostales y pensiones,Estancia media,1.71
2023M01,Hostales y pensiones,Estancia media Residentes en Espańa,1.72
2023M01,Hostales y pensiones,Estancia media No residentes en Espańa,1.43
2023M02,TOTAL,Estancia media,1.76
2023M02,TOTAL,Estancia media Residentes en Espańa,1.77
2023M02,TOTAL,Estancia media No residentes en Espańa,1.7
2023M02,4 y 5 estrellas,Estancia media,1.8
2023M02,4 y 5 estrellas,Estancia media Residentes en Espańa,1.81
2023M02,4 y 5 estrellas,Estancia media No residentes en Espańa,1.74
2023M02,3 estrellas,Estancia media,1.76
2023M02,3 estrellas,Estancia media Residentes en Espańa,1.76
2023M02,3 estrellas,Estancia media No residentes en Espańa,1.77
2023M02,1 y 2 estrellas,Estancia media,1.78
2023M02,1 y 2 estrellas,Estancia media Residentes en Espańa,1.8
2023M02,1 y 2 estrellas,Estancia media No residentes en Espańa,1.62
2023M02,Hostales y pensiones,Estancia media,1.63
2023M02,Hostales y pensiones,Estancia media Residentes en Espańa,1.66
2023M02,Hostales y pensiones,Estancia media No residentes en Espańa,1.13
2023M03,TOTAL,Estancia media,1.8
2023M03,TOTAL,Estancia media Residentes en Espańa,1.8
2023M03,TOTAL,Estancia media No residentes en Espańa,1.85
2023M03,4 y 5 estrellas,Estancia media,1.92
2023M03,4 y 5 estrellas,Estancia media Residentes en Espańa,1.94
2023M03,4 y 5 estrellas,Estancia media No residentes en Espańa,1.81
2023M03,3 estrellas,Estancia media,1.74
2023M03,3 estrellas,Estancia media Residentes en Espańa,1.7
2023M03,3 estrellas,Estancia media No residentes en Espańa,2.08
2023M03,1 y 2 estrellas,Estancia media,1.74
2023M03,1 y 2 estrellas,Estancia media Residentes en Espańa,1.74
2023M03,1 y 2 estrellas,Estancia media No residentes en Espańa,1.78
2023M03,Hostales y pensiones,Estancia media,1.73
2023M03,Hostales y pensiones,Estancia media Residentes en Espańa,1.79
2023M03,Hostales y pensiones,Estancia media No residentes en Espańa,1.29
2023M04,TOTAL,Estancia media,1.79
2023M04,TOTAL,Estancia media Residentes en Espańa,1.83
2023M04,TOTAL,Estancia media No residentes en Espańa,1.63
2023M04,4 y 5 estrellas,Estancia media,1.91
2023M04,4 y 5 estrellas,Estancia media Residentes en Espańa,1.87
2023M04,4 y 5 estrellas,Estancia media No residentes en Espańa,2.03
2023M04,3 estrellas,Estancia media,1.7
2023M04,3 estrellas,Estancia media Residentes en Espańa,1.75
2023M04,3 estrellas,Estancia media No residentes en Espańa,1.45
2023M04,1 y 2 estrellas,Estancia media,1.74
2023M04,1 y 2 estrellas,Estancia media Residentes en Espańa,1.82
2023M04,1 y 2 estrellas,Estancia media No residentes en Espańa,1.33
2023M04,Hostales y pensiones,Estancia media,1.82
2023M04,Hostales y pensiones,Estancia media Residentes en Espańa,2
2023M04,Hostales y pensiones,Estancia media No residentes en Espańa,1.16
2023M05,TOTAL,Estancia media,1.77
2023M05,TOTAL,Estancia media Residentes en Espańa,1.82
2023M05,TOTAL,Estancia media No residentes en Espańa,1.66
2023M05,4 y 5 estrellas,Estancia media,2.02
2023M05,4 y 5 estrellas,Estancia media Residentes en Espańa,2.01
2023M05,4 y 5 estrellas,Estancia media No residentes en Espańa,2.04
2023M05,3 estrellas,Estancia media,1.7
2023M05,3 estrellas,Estancia media Residentes en Espańa,1.74
2023M05,3 estrellas,Estancia media No residentes en Espańa,1.57
2023M05,1 y 2 estrellas,Estancia media,1.67
2023M05,1 y 2 estrellas,Estancia media Residentes en Espańa,1.79
2023M05,1 y 2 estrellas,Estancia media No residentes en Espańa,1.44
2023M05,Hostales y pensiones,Estancia media,1.53
2023M05,Hostales y pensiones,Estancia media Residentes en Espańa,1.77
2023M05,Hostales y pensiones,Estancia media No residentes en Espańa,1.06
2023M06,TOTAL,Estancia media,1.83
2023M06,TOTAL,Estancia media Residentes en Espańa,1.86
2023M06,TOTAL,Estancia media No residentes en Espańa,1.75
2023M06,4 y 5 estrellas,Estancia media,2.04
2023M06,4 y 5 estrellas,Estancia media Residentes en Espańa,2.08
2023M06,4 y 5 estrellas,Estancia media No residentes en Espańa,1.96
2023M06,3 estrellas,Estancia media,1.73
2023M06,3 estrellas,Estancia media Residentes en Espańa,1.74
2023M06,3 estrellas,Estancia media No residentes en Espańa,1.67
2023M06,1 y 2 estrellas,Estancia media,1.56
2023M06,1 y 2 estrellas,Estancia media Residentes en Espańa,1.61
2023M06,1 y 2 estrellas,Estancia media No residentes en Espańa,1.31
2023M06,Hostales y pensiones,Estancia media,1.79
2023M06,Hostales y pensiones,Estancia media Residentes en Espańa,1.95
2023M06,Hostales y pensiones,Estancia media No residentes en Espańa,1.28
2023M07,TOTAL,Estancia media,1.78
2023M07,TOTAL,Estancia media Residentes en Espańa,1.78
2023M07,TOTAL,Estancia media No residentes en Espańa,1.77
2023M07,4 y 5 estrellas,Estancia media,1.92
2023M07,4 y 5 estrellas,Estancia media Residentes en Espańa,1.96
2023M07,4 y 5 estrellas,Estancia media No residentes en Espańa,1.82
2023M07,3 estrellas,Estancia media,1.64
2023M07,3 estrellas,Estancia media Residentes en Espańa,1.62
2023M07,3 estrellas,Estancia media No residentes en Espańa,1.76
2023M07,1 y 2 estrellas,Estancia media,1.67
2023M07,1 y 2 estrellas,Estancia media Residentes en Espańa,1.66
2023M07,1 y 2 estrellas,Estancia media No residentes en Espańa,1.74
2023M07,Hostales y pensiones,Estancia media,1.94
2023M07,Hostales y pensiones,Estancia media Residentes en Espańa,2.02
2023M07,Hostales y pensiones,Estancia media No residentes en Espańa,1.63
2023M08,TOTAL,Estancia media,1.71
2023M08,TOTAL,Estancia media Residentes en Espańa,1.74
2023M08,TOTAL,Estancia media No residentes en Espańa,1.61
2023M08,4 y 5 estrellas,Estancia media,1.73
2023M08,4 y 5 estrellas,Estancia media Residentes en Espańa,1.71
2023M08,4 y 5 estrellas,Estancia media No residentes en Espańa,1.81
2023M08,3 estrellas,Estancia media,1.75
2023M08,3 estrellas,Estancia media Residentes en Espańa,1.79
2023M08,3 estrellas,Estancia media No residentes en Espańa,1.56
2023M08,1 y 2 estrellas,Estancia media,1.88
2023M08,1 y 2 estrellas,Estancia media Residentes en Espańa,1.89
2023M08,1 y 2 estrellas,Estancia media No residentes en Espańa,1.68
2023M08,Hostales y pensiones,Estancia media,1.47
2023M08,Hostales y pensiones,Estancia media Residentes en Espańa,1.54
2023M08,Hostales y pensiones,Estancia media No residentes en Espańa,1.28
2023M09,TOTAL,Estancia media,1.77
2023M09,TOTAL,Estancia media Residentes en Espańa,1.76
2023M09,TOTAL,Estancia media No residentes en Espańa,1.78
2023M09,4 y 5 estrellas,Estancia media,2.06
2023M09,4 y 5 estrellas,Estancia media Residentes en Espańa,2.06
2023M09,4 y 5 estrellas,Estancia media No residentes en Espańa,2.06
2023M09,3 estrellas,Estancia media,1.65
2023M09,3 estrellas,Estancia media Residentes en Espańa,1.62
2023M09,3 estrellas,Estancia media No residentes en Espańa,1.75
2023M09,1 y 2 estrellas,Estancia media,1.62
2023M09,1 y 2 estrellas,Estancia media Residentes en Espańa,1.67
2023M09,1 y 2 estrellas,Estancia media No residentes en Espańa,1.42
2023M09,Hostales y pensiones,Estancia media,1.48
2023M09,Hostales y pensiones,Estancia media Residentes en Espańa,1.65
2023M09,Hostales y pensiones,Estancia media No residentes en Espańa,1.17
2023M10,TOTAL,Estancia media,1.8
2023M10,TOTAL,Estancia media Residentes en Espańa,1.84
2023M10,TOTAL,Estancia media No residentes en Espańa,1.69
2023M10,4 y 5 estrellas,Estancia media,1.9
2023M10,4 y 5 estrellas,Estancia media Residentes en Espańa,1.93
2023M10,4 y 5 estrellas,Estancia media No residentes en Espańa,1.85
2023M10,3 estrellas,Estancia media,1.77
2023M10,3 estrellas,Estancia media Residentes en Espańa,1.81
2023M10,3 estrellas,Estancia media No residentes en Espańa,1.59
2023M10,1 y 2 estrellas,Estancia media,1.6
2023M10,1 y 2 estrellas,Estancia media Residentes en Espańa,1.63
2023M10,1 y 2 estrellas,Estancia media No residentes en Espańa,1.42
2023M10,Hostales y pensiones,Estancia media,1.68
2023M10,Hostales y pensiones,Estancia media Residentes en Espańa,1.8
2023M10,Hostales y pensiones,Estancia media No residentes en Espańa,1.26
2023M11,TOTAL,Estancia media,1.77
2023M11,TOTAL,Estancia media Residentes en Espańa,1.75
2023M11,TOTAL,Estancia media No residentes en Espańa,1.91
2023M11,4 y 5 estrellas,Estancia media,1.78
2023M11,4 y 5 estrellas,Estancia media Residentes en Espańa,1.75
2023M11,4 y 5 estrellas,Estancia media No residentes en Espańa,1.91
2023M11,3 estrellas,Estancia media,1.78
2023M11,3 estrellas,Estancia media Residentes en Espańa,1.76
2023M11,3 estrellas,Estancia media No residentes en Espańa,1.94
2023M11,1 y 2 estrellas,Estancia media,1.59
2023M11,1 y 2 estrellas,Estancia media Residentes en Espańa,1.57
2023M11,1 y 2 estrellas,Estancia media No residentes en Espańa,1.76
2023M11,Hostales y pensiones,Estancia media,1.8
2023M11,Hostales y pensiones,Estancia media Residentes en Espańa,1.79
2023M11,Hostales y pensiones,Estancia media No residentes en Espańa,1.89
2023M12,TOTAL,Estancia media,1.97
2023M12,TOTAL,Estancia media Residentes en Espańa,1.98
2023M12,TOTAL,Estancia media No residentes en Espańa,1.87
2023M12,4 y 5 estrellas,Estancia media,2.14
2023M12,4 y 5 estrellas,Estancia media Residentes en Espańa,2.18
2023M12,4 y 5 estrellas,Estancia media No residentes en Espańa,1.84
2023M12,3 estrellas,Estancia media,1.81
2023M12,3 estrellas,Estancia media Residentes en Espańa,1.8
2023M12,3 estrellas,Estancia media No residentes en Espańa,1.89
2023M12,1 y 2 estrellas,Estancia media,1.87
2023M12,1 y 2 estrellas,Estancia media Residentes en Espańa,1.89
2023M12,1 y 2 estrellas,Estancia media No residentes en Espańa,1.66
2023M12,Hostales y pensiones,Estancia media,2.22
2023M12,Hostales y pensiones,Estancia media Residentes en Espańa,2.22
2023M12,Hostales y pensiones,Estancia media No residentes en Espańa,2.2
2024M01,TOTAL,Estancia media,1.63
2024M01,TOTAL,Estancia media Residentes en Espańa,1.63
2024M01,TOTAL,Estancia media No residentes en Espańa,1.63
2024M01,4 y 5 estrellas,Estancia media,1.57
2024M01,4 y 5 estrellas,Estancia media Residentes en Espańa,1.55
2024M01,4 y 5 estrellas,Estancia media No residentes en Espańa,1.68
2024M01,3 estrellas,Estancia media,1.66
2024M01,3 estrellas,Estancia media Residentes en Espańa,1.67
2024M01,3 estrellas,Estancia media No residentes en Espańa,1.57
2024M01,1 y 2 estrellas,Estancia media,1.7
2024M01,1 y 2 estrellas,Estancia media Residentes en Espańa,1.65
2024M01,1 y 2 estrellas,Estancia media No residentes en Espańa,2.11
2024M01,Hostales y pensiones,Estancia media,1.85
2024M01,Hostales y pensiones,Estancia media Residentes en Espańa,1.87
2024M01,Hostales y pensiones,Estancia media No residentes en Espańa,1.39
2024M02,TOTAL,Estancia media,1.73
2024M02,TOTAL,Estancia media Residentes en Espańa,1.73
2024M02,TOTAL,Estancia media No residentes en Espańa,1.75
2024M02,4 y 5 estrellas,Estancia media,1.75
2024M02,4 y 5 estrellas,Estancia media Residentes en Espańa,1.76
2024M02,4 y 5 estrellas,Estancia media No residentes en Espańa,1.68
2024M02,3 estrellas,Estancia media,1.7
2024M02,3 estrellas,Estancia media Residentes en Espańa,1.69
2024M02,3 estrellas,Estancia media No residentes en Espańa,1.83
2024M02,1 y 2 estrellas,Estancia media,1.58
2024M02,1 y 2 estrellas,Estancia media Residentes en Espańa,1.54
2024M02,1 y 2 estrellas,Estancia media No residentes en Espańa,2.04
2024M02,Hostales y pensiones,Estancia media,1.92
2024M02,Hostales y pensiones,Estancia media Residentes en Espańa,1.94
2024M02,Hostales y pensiones,Estancia media No residentes en Espańa,1.75
2024M03,TOTAL,Estancia media,1.74
2024M03,TOTAL,Estancia media Residentes en Espańa,1.75
2024M03,TOTAL,Estancia media No residentes en Espańa,1.72
2024M03,4 y 5 estrellas,Estancia media,1.73
2024M03,4 y 5 estrellas,Estancia media Residentes en Espańa,1.76
2024M03,4 y 5 estrellas,Estancia media No residentes en Espańa,1.62
2024M03,3 estrellas,Estancia media,1.74
2024M03,3 estrellas,Estancia media Residentes en Espańa,1.71
2024M03,3 estrellas,Estancia media No residentes en Espańa,1.99
2024M03,1 y 2 estrellas,Estancia media,1.58
2024M03,1 y 2 estrellas,Estancia media Residentes en Espańa,1.58
2024M03,1 y 2 estrellas,Estancia media No residentes en Espańa,1.57
2024M03,Hostales y pensiones,Estancia media,1.85
2024M03,Hostales y pensiones,Estancia media Residentes en Espańa,1.92
2024M03,Hostales y pensiones,Estancia media No residentes en Espańa,1.33
