Subcategoria,Periodo,Numero de Turistas,Categoria,Fecha,Indicador,Gastos/Estancia,Tipo de gasto
- UE27,2023,No disponible,País de residencia,2023-01-01,Duración media de los viajes,4.85,No disponible
- Resto de Europa,2016,No disponible,País de residencia,2016-01-01,Gasto total,21893.07,No disponible
- Resto de Europa,2017,No disponible,País de residencia,2017-01-01,Gasto total,10580.96,No disponible
- Resto de Europa,2018,No disponible,País de residencia,2018-01-01,Gasto total,15158.66,No disponible
- Resto de Europa,2019,No disponible,País de residencia,2019-01-01,Gasto total,14052.44,No disponible
- Resto de Europa,2020,No disponible,País de residencia,2020-01-01,Gasto total,2857.68,No disponible
- Resto de Europa,2021,No disponible,País de residencia,2021-01-01,Gasto total,11082.32,No disponible
- Resto de Europa,2022,No disponible,País de residencia,2022-01-01,Gasto total,11469.27,No disponible
- Resto de Europa,2023,No disponible,País de residencia,2023-01-01,Gasto total,10842.0,No disponible
- Resto de Europa,2016,No disponible,País de residencia,2016-01-01,Gasto medio por persona,669.25,No disponible
- Resto de Europa,2017,No disponible,País de residencia,2017-01-01,Gasto medio por persona,757.24,No disponible
- Resto de Europa,2018,No disponible,País de residencia,2018-01-01,Gasto medio por persona,714.62,No disponible
- Resto de Europa,2019,No disponible,País de residencia,2019-01-01,Gasto medio por persona,810.35,No disponible
- Resto de Europa,2020,No disponible,País de residencia,2020-01-01,Gasto medio por persona,598.08,No disponible
- Resto de Europa,2021,No disponible,País de residencia,2021-01-01,Gasto medio por persona,1542.25,No disponible
- Resto de Europa,2022,No disponible,País de residencia,2022-01-01,Gasto medio por persona,953.04,No disponible
- Resto de Europa,2023,No disponible,País de residencia,2023-01-01,Gasto medio por persona,661.07,No disponible
- Resto de Europa,2016,No disponible,País de residencia,2016-01-01,Gasto medio diario por persona,78.71,No disponible
- Resto de Europa,2017,No disponible,País de residencia,2017-01-01,Gasto medio diario por persona,107.49,No disponible
- Resto de Europa,2018,No disponible,País de residencia,2018-01-01,Gasto medio diario por persona,105.47,No disponible
- Resto de Europa,2019,No disponible,País de residencia,2019-01-01,Gasto medio diario por persona,140.19,No disponible
- Resto de Europa,2020,No disponible,País de residencia,2020-01-01,Gasto medio diario por persona,156.39,No disponible
- Resto de Europa,2021,No disponible,País de residencia,2021-01-01,Gasto medio diario por persona,158.83,No disponible
- Resto de Europa,2022,No disponible,País de residencia,2022-01-01,Gasto medio diario por persona,83.48,No disponible
- Resto de Europa,2023,No disponible,País de residencia,2023-01-01,Gasto medio diario por persona,183.49,No disponible
- Resto de Europa,2016,No disponible,País de residencia,2016-01-01,Duración media de los viajes,8.5,No disponible
- Resto de Europa,2017,No disponible,País de residencia,2017-01-01,Duración media de los viajes,7.04,No disponible
- Resto de Europa,2018,No disponible,País de residencia,2018-01-01,Duración media de los viajes,6.78,No disponible
- Resto de Europa,2019,No disponible,País de residencia,2019-01-01,Duración media de los viajes,5.78,No disponible
- Resto de Europa,2020,No disponible,País de residencia,2020-01-01,Duración media de los viajes,3.82,No disponible
- Resto de Europa,2021,No disponible,País de residencia,2021-01-01,Duración media de los viajes,9.71,No disponible
- Resto de Europa,2022,No disponible,País de residencia,2022-01-01,Duración media de los viajes,11.42,No disponible
- Resto de Europa,2023,No disponible,País de residencia,2023-01-01,Duración media de los viajes,3.6,No disponible
Resto del Mundo,2016,No disponible,País de residencia,2016-01-01,Gasto total,22326.23,No disponible
Resto del Mundo,2017,No disponible,País de residencia,2017-01-01,Gasto total,32496.1,No disponible
Resto del Mundo,2018,No disponible,País de residencia,2018-01-01,Gasto total,35666.07,No disponible
Resto del Mundo,2019,No disponible,País de residencia,2019-01-01,Gasto total,29134.5,No disponible
Resto del Mundo,2020,No disponible,País de residencia,2020-01-01,Gasto total,1524.52,No disponible
Resto del Mundo,2021,No disponible,País de residencia,2021-01-01,Gasto total,7409.29,No disponible
Resto del Mundo,2022,No disponible,País de residencia,2022-01-01,Gasto total,41841.03,No disponible
Resto del Mundo,2023,No disponible,País de residencia,2023-01-01,Gasto total,32839.76,No disponible
Resto del Mundo,2016,No disponible,País de residencia,2016-01-01,Gasto medio por persona,1843.33,No disponible
Resto del Mundo,2017,No disponible,País de residencia,2017-01-01,Gasto medio por persona,1741.0,No disponible
Resto del Mundo,2018,No disponible,País de residencia,2018-01-01,Gasto medio por persona,1988.14,No disponible
Resto del Mundo,2019,No disponible,País de residencia,2019-01-01,Gasto medio por persona,2437.08,No disponible
Resto del Mundo,2020,No disponible,País de residencia,2020-01-01,Gasto medio por persona,2068.61,No disponible
Resto del Mundo,2021,No disponible,País de residencia,2021-01-01,Gasto medio por persona,2535.72,No disponible
Resto del Mundo,2022,No disponible,País de residencia,2022-01-01,Gasto medio por persona,2141.56,No disponible
Resto del Mundo,2023,No disponible,País de residencia,2023-01-01,Gasto medio por persona,1923.62,No disponible
Resto del Mundo,2016,No disponible,País de residencia,2016-01-01,Gasto medio diario por persona,165.57,No disponible
Resto del Mundo,2017,No disponible,País de residencia,2017-01-01,Gasto medio diario por persona,244.67,No disponible
Resto del Mundo,2018,No disponible,País de residencia,2018-01-01,Gasto medio diario por persona,216.94,No disponible
Resto del Mundo,2019,No disponible,País de residencia,2019-01-01,Gasto medio diario por persona,191.41,No disponible
Resto del Mundo,2020,No disponible,País de residencia,2020-01-01,Gasto medio diario por persona,319.98,No disponible
Resto del Mundo,2021,No disponible,País de residencia,2021-01-01,Gasto medio diario por persona,178.4,No disponible
Resto del Mundo,2022,No disponible,País de residencia,2022-01-01,Gasto medio diario por persona,259.21,No disponible
Resto del Mundo,2023,No disponible,País de residencia,2023-01-01,Gasto medio diario por persona,175.95,No disponible
Resto del Mundo,2016,No disponible,País de residencia,2016-01-01,Duración media de los viajes,11.13,No disponible
Resto del Mundo,2017,No disponible,País de residencia,2017-01-01,Duración media de los viajes,7.12,No disponible
Resto del Mundo,2018,No disponible,País de residencia,2018-01-01,Duración media de los viajes,9.16,No disponible
Resto del Mundo,2019,No disponible,País de residencia,2019-01-01,Duración media de los viajes,12.73,No disponible
Resto del Mundo,2020,No disponible,País de residencia,2020-01-01,Duración media de los viajes,6.46,No disponible
Resto del Mundo,2021,No disponible,País de residencia,2021-01-01,Duración media de los viajes,14.21,No disponible
Resto del Mundo,2022,No disponible,País de residencia,2022-01-01,Duración media de los viajes,8.26,No disponible
Resto del Mundo,2023,No disponible,País de residencia,2023-01-01,Duración media de los viajes,10.93,No disponible
TOTAL,2016,No disponible,Forma de organización,2016-01-01,Gasto total,93087.88,No disponible
TOTAL,2017,No disponible,Forma de organización,2017-01-01,Gasto total,101962.17,No disponible
TOTAL,2018,No disponible,Forma de organización,2018-01-01,Gasto total,101126.5,No disponible
TOTAL,2019,No disponible,Forma de organización,2019-01-01,Gasto total,98201.73,No disponible
TOTAL,2020,No disponible,Forma de organización,2020-01-01,Gasto total,21835.28,No disponible
TOTAL,2021,No disponible,Forma de organización,2021-01-01,Gasto total,42027.48,No disponible
TOTAL,2022,No disponible,Forma de organización,2022-01-01,Gasto total,108604.09,No disponible
TOTAL,2023,No disponible,Forma de organización,2023-01-01,Gasto total,86729.82,No disponible
TOTAL,2016,No disponible,Forma de organización,2016-01-01,Gasto medio por persona,650.63,No disponible
TOTAL,2017,No disponible,Forma de organización,2017-01-01,Gasto medio por persona,778.49,No disponible
TOTAL,2018,No disponible,Forma de organización,2018-01-01,Gasto medio por persona,707.54,No disponible
TOTAL,2019,No disponible,Forma de organización,2019-01-01,Gasto medio por persona,703.97,No disponible
TOTAL,2020,No disponible,Forma de organización,2020-01-01,Gasto medio por persona,481.43,No disponible
TOTAL,2021,No disponible,Forma de organización,2021-01-01,Gasto medio por persona,877.16,No disponible
TOTAL,2022,No disponible,Forma de organización,2022-01-01,Gasto medio por persona,966.32,No disponible
TOTAL,2023,No disponible,Forma de organización,2023-01-01,Gasto medio por persona,733.71,No disponible
TOTAL,2016,No disponible,Forma de organización,2016-01-01,Gasto medio diario por persona,98.8,No disponible
TOTAL,2017,No disponible,Forma de organización,2017-01-01,Gasto medio diario por persona,99.29,No disponible
TOTAL,2018,No disponible,Forma de organización,2018-01-01,Gasto medio diario por persona,104.29,No disponible
TOTAL,2019,No disponible,Forma de organización,2019-01-01,Gasto medio diario por persona,103.32,No disponible
TOTAL,2020,No disponible,Forma de organización,2020-01-01,Gasto medio diario por persona,73.44,No disponible
TOTAL,2021,No disponible,Forma de organización,2021-01-01,Gasto medio diario por persona,116.83,No disponible
TOTAL,2022,No disponible,Forma de organización,2022-01-01,Gasto medio diario por persona,134.45,No disponible
TOTAL,2023,No disponible,Forma de organización,2023-01-01,Gasto medio diario por persona,131.99,No disponible
TOTAL,2016,No disponible,Forma de organización,2016-01-01,Duración media de los viajes,6.59,No disponible
TOTAL,2017,No disponible,Forma de organización,2017-01-01,Duración media de los viajes,7.84,No disponible
TOTAL,2018,No disponible,Forma de organización,2018-01-01,Duración media de los viajes,6.78,No disponible
TOTAL,2019,No disponible,Forma de organización,2019-01-01,Duración media de los viajes,6.81,No disponible
TOTAL,2020,No disponible,Forma de organización,2020-01-01,Duración media de los viajes,6.56,No disponible
TOTAL,2021,No disponible,Forma de organización,2021-01-01,Duración media de los viajes,7.51,No disponible
TOTAL,2022,No disponible,Forma de organización,2022-01-01,Duración media de los viajes,7.19,No disponible
TOTAL,2023,No disponible,Forma de organización,2023-01-01,Duración media de los viajes,5.56,No disponible
Con paquete turístico,2016,No disponible,Forma de organización,2016-01-01,Gasto total,10333.17,No disponible
Con paquete turístico,2017,No disponible,Forma de organización,2017-01-01,Gasto total,1556.93,No disponible
Con paquete turístico,2018,No disponible,Forma de organización,2018-01-01,Gasto total,4018.9,No disponible
Con paquete turístico,2019,No disponible,Forma de organización,2019-01-01,Gasto total,10649.82,No disponible
Con paquete turístico,2020,No disponible,Forma de organización,2020-01-01,Gasto total,No disponible,No disponible
Con paquete turístico,2021,No disponible,Forma de organización,2021-01-01,Gasto total,1132.44,No disponible
Con paquete turístico,2022,No disponible,Forma de organización,2022-01-01,Gasto total,1756.67,No disponible
Con paquete turístico,2023,No disponible,Forma de organización,2023-01-01,Gasto total,36.86,No disponible
Con paquete turístico,2016,No disponible,Forma de organización,2016-01-01,Gasto medio por persona,1399.42,No disponible
Con paquete turístico,2017,No disponible,Forma de organización,2017-01-01,Gasto medio por persona,916.24,No disponible
Con paquete turístico,2018,No disponible,Forma de organización,2018-01-01,Gasto medio por persona,1258.37,No disponible
Con paquete turístico,2019,No disponible,Forma de organización,2019-01-01,Gasto medio por persona,3416.89,No disponible
Con paquete turístico,2020,No disponible,Forma de organización,2020-01-01,Gasto medio por persona,No disponible,No disponible
Con paquete turístico,2021,No disponible,Forma de organización,2021-01-01,Gasto medio por persona,1069.9,No disponible
Con paquete turístico,2022,No disponible,Forma de organización,2022-01-01,Gasto medio por persona,982.23,No disponible
Con paquete turístico,2023,No disponible,Forma de organización,2023-01-01,Gasto medio por persona,599.05,No disponible
Con paquete turístico,2016,No disponible,Forma de organización,2016-01-01,Gasto medio diario por persona,215.14,No disponible
Con paquete turístico,2017,No disponible,Forma de organización,2017-01-01,Gasto medio diario por persona,274.74,No disponible
Con paquete turístico,2018,No disponible,Forma de organización,2018-01-01,Gasto medio diario por persona,182.79,No disponible
Con paquete turístico,2019,No disponible,Forma de organización,2019-01-01,Gasto medio diario por persona,291.74,No disponible
Con paquete turístico,2020,No disponible,Forma de organización,2020-01-01,Gasto medio diario por persona,No disponible,No disponible
Con paquete turístico,2021,No disponible,Forma de organización,2021-01-01,Gasto medio diario por persona,250.13,No disponible
Con paquete turístico,2022,No disponible,Forma de organización,2022-01-01,Gasto medio diario por persona,245.56,No disponible
Con paquete turístico,2023,No disponible,Forma de organización,2023-01-01,Gasto medio diario por persona,74.88,No disponible
Con paquete turístico,2016,No disponible,Forma de organización,2016-01-01,Duración media de los viajes,6.5,No disponible
Con paquete turístico,2017,No disponible,Forma de organización,2017-01-01,Duración media de los viajes,3.33,No disponible
Con paquete turístico,2018,No disponible,Forma de organización,2018-01-01,Duración media de los viajes,6.88,No disponible
Con paquete turístico,2019,No disponible,Forma de organización,2019-01-01,Duración media de los viajes,11.71,No disponible
Con paquete turístico,2020,No disponible,Forma de organización,2020-01-01,Duración media de los viajes,No disponible,No disponible
Con paquete turístico,2021,No disponible,Forma de organización,2021-01-01,Duración media de los viajes,4.28,No disponible
Con paquete turístico,2022,No disponible,Forma de organización,2022-01-01,Duración media de los viajes,4.0,No disponible
Con paquete turístico,2023,No disponible,Forma de organización,2023-01-01,Duración media de los viajes,8.0,No disponible
Sin paquete turístico,2016,No disponible,Forma de organización,2016-01-01,Gasto total,82754.71,No disponible
Sin paquete turístico,2017,No disponible,Forma de organización,2017-01-01,Gasto total,100405.25,No disponible
Sin paquete turístico,2018,No disponible,Forma de organización,2018-01-01,Gasto total,97107.6,No disponible
Sin paquete turístico,2019,No disponible,Forma de organización,2019-01-01,Gasto total,87551.92,No disponible
Sin paquete turístico,2020,No disponible,Forma de organización,2020-01-01,Gasto total,21835.28,No disponible
Sin paquete turístico,2021,No disponible,Forma de organización,2021-01-01,Gasto total,40895.05,No disponible
Sin paquete turístico,2022,No disponible,Forma de organización,2022-01-01,Gasto total,106847.42,No disponible
Sin paquete turístico,2023,No disponible,Forma de organización,2023-01-01,Gasto total,86692.95,No disponible
Sin paquete turístico,2016,No disponible,Forma de organización,2016-01-01,Gasto medio por persona,609.88,No disponible
Sin paquete turístico,2017,No disponible,Forma de organización,2017-01-01,Gasto medio por persona,776.68,No disponible
Sin paquete turístico,2018,No disponible,Forma de organización,2018-01-01,Gasto medio por persona,694.95,No disponible
Sin paquete turístico,2019,No disponible,Forma de organización,2019-01-01,Gasto medio por persona,641.97,No disponible
Sin paquete turístico,2020,No disponible,Forma de organización,2020-01-01,Gasto medio por persona,481.43,No disponible
Sin paquete turístico,2021,No disponible,Forma de organización,2021-01-01,Gasto medio por persona,872.81,No disponible
Sin paquete turístico,2022,No disponible,Forma de organización,2022-01-01,Gasto medio por persona,966.06,No disponible
Sin paquete turístico,2023,No disponible,Forma de organización,2023-01-01,Gasto medio por persona,733.78,No disponible
Sin paquete turístico,2016,No disponible,Forma de organización,2016-01-01,Gasto medio diario por persona,92.55,No disponible
Sin paquete turístico,2017,No disponible,Forma de organización,2017-01-01,Gasto medio diario por persona,98.31,No disponible
Sin paquete turístico,2018,No disponible,Forma de organización,2018-01-01,Gasto medio diario por persona,102.47,No disponible
Sin paquete turístico,2019,No disponible,Forma de organización,2019-01-01,Gasto medio diario por persona,95.8,No disponible
Sin paquete turístico,2020,No disponible,Forma de organización,2020-01-01,Gasto medio diario por persona,73.44,No disponible
Sin paquete turístico,2021,No disponible,Forma de organización,2021-01-01,Gasto medio diario por persona,115.13,No disponible
Sin paquete turístico,2022,No disponible,Forma de organización,2022-01-01,Gasto medio diario por persona,133.46,No disponible
Sin paquete turístico,2023,No disponible,Forma de organización,2023-01-01,Gasto medio diario por persona,132.03,No disponible
Sin paquete turístico,2016,No disponible,Forma de organización,2016-01-01,Duración media de los viajes,6.59,No disponible
Sin paquete turístico,2017,No disponible,Forma de organización,2017-01-01,Duración media de los viajes,7.9,No disponible
Sin paquete turístico,2018,No disponible,Forma de organización,2018-01-01,Duración media de los viajes,6.78,No disponible
Sin paquete turístico,2019,No disponible,Forma de organización,2019-01-01,Duración media de los viajes,6.7,No disponible
Sin paquete turístico,2020,No disponible,Forma de organización,2020-01-01,Duración media de los viajes,6.56,No disponible
Sin paquete turístico,2021,No disponible,Forma de organización,2021-01-01,Duración media de los viajes,7.58,No disponible
Sin paquete turístico,2022,No disponible,Forma de organización,2022-01-01,Duración media de los viajes,7.24,No disponible
Sin paquete turístico,2023,No disponible,Forma de organización,2023-01-01,Duración media de los viajes,5.56,No disponible
TOTAL,2016,No disponible,Duración del viaje,2016-01-01,Gasto total,93087.88,No disponible
TOTAL,2017,No disponible,Duración del viaje,2017-01-01,Gasto total,101962.17,No disponible
TOTAL,2018,No disponible,Duración del viaje,2018-01-01,Gasto total,101126.5,No disponible
TOTAL,2019,No disponible,Duración del viaje,2019-01-01,Gasto total,98201.73,No disponible
TOTAL,2020,No disponible,Duración del viaje,2020-01-01,Gasto total,21835.28,No disponible
TOTAL,2021,No disponible,Duración del viaje,2021-01-01,Gasto total,42027.48,No disponible
TOTAL,2022,No disponible,Duración del viaje,2022-01-01,Gasto total,108604.09,No disponible
TOTAL,2023,No disponible,Duración del viaje,2023-01-01,Gasto total,86729.82,No disponible
TOTAL,2016,No disponible,Duración del viaje,2016-01-01,Gasto medio por persona,650.63,No disponible
TOTAL,2017,No disponible,Duración del viaje,2017-01-01,Gasto medio por persona,778.49,No disponible
TOTAL,2018,No disponible,Duración del viaje,2018-01-01,Gasto medio por persona,707.54,No disponible
TOTAL,2019,No disponible,Duración del viaje,2019-01-01,Gasto medio por persona,703.97,No disponible
TOTAL,2020,No disponible,Duración del viaje,2020-01-01,Gasto medio por persona,481.43,No disponible
TOTAL,2021,No disponible,Duración del viaje,2021-01-01,Gasto medio por persona,877.16,No disponible
TOTAL,2022,No disponible,Duración del viaje,2022-01-01,Gasto medio por persona,966.32,No disponible
TOTAL,2023,No disponible,Duración del viaje,2023-01-01,Gasto medio por persona,733.71,No disponible
TOTAL,2016,No disponible,Duración del viaje,2016-01-01,Gasto medio diario por persona,98.8,No disponible
TOTAL,2017,No disponible,Duración del viaje,2017-01-01,Gasto medio diario por persona,99.29,No disponible
TOTAL,2018,No disponible,Duración del viaje,2018-01-01,Gasto medio diario por persona,104.29,No disponible
TOTAL,2019,No disponible,Duración del viaje,2019-01-01,Gasto medio diario por persona,103.32,No disponible
TOTAL,2020,No disponible,Duración del viaje,2020-01-01,Gasto medio diario por persona,73.44,No disponible
TOTAL,2021,No disponible,Duración del viaje,2021-01-01,Gasto medio diario por persona,116.83,No disponible
TOTAL,2022,No disponible,Duración del viaje,2022-01-01,Gasto medio diario por persona,134.45,No disponible
TOTAL,2023,No disponible,Duración del viaje,2023-01-01,Gasto medio diario por persona,131.99,No disponible
TOTAL,2016,No disponible,Duración del viaje,2016-01-01,Duración media de los viajes,6.59,No disponible
TOTAL,2017,No disponible,Duración del viaje,2017-01-01,Duración media de los viajes,7.84,No disponible
TOTAL,2018,No disponible,Duración del viaje,2018-01-01,Duración media de los viajes,6.78,No disponible
TOTAL,2019,No disponible,Duración del viaje,2019-01-01,Duración media de los viajes,6.81,No disponible
TOTAL,2020,No disponible,Duración del viaje,2020-01-01,Duración media de los viajes,6.56,No disponible
TOTAL,2021,No disponible,Duración del viaje,2021-01-01,Duración media de los viajes,7.51,No disponible
TOTAL,2022,No disponible,Duración del viaje,2022-01-01,Duración media de los viajes,7.19,No disponible
TOTAL,2023,No disponible,Duración del viaje,2023-01-01,Duración media de los viajes,5.56,No disponible
De 1 a 3 noches,2016,No disponible,Duración del viaje,2016-01-01,Gasto total,23493.61,No disponible
De 1 a 3 noches,2017,No disponible,Duración del viaje,2017-01-01,Gasto total,31398.8,No disponible
De 1 a 3 noches,2018,No disponible,Duración del viaje,2018-01-01,Gasto total,29500.06,No disponible
De 1 a 3 noches,2019,No disponible,Duración del viaje,2019-01-01,Gasto total,20183.82,No disponible
De 1 a 3 noches,2020,No disponible,Duración del viaje,2020-01-01,Gasto total,6951.42,No disponible
De 1 a 3 noches,2021,No disponible,Duración del viaje,2021-01-01,Gasto total,4119.38,No disponible
De 1 a 3 noches,2022,No disponible,Duración del viaje,2022-01-01,Gasto total,19789.83,No disponible
De 1 a 3 noches,2023,No disponible,Duración del viaje,2023-01-01,Gasto total,23685.71,No disponible
De 1 a 3 noches,2016,No disponible,Duración del viaje,2016-01-01,Gasto medio por persona,283.94,No disponible
De 1 a 3 noches,2017,No disponible,Duración del viaje,2017-01-01,Gasto medio por persona,463.79,No disponible
De 1 a 3 noches,2018,No disponible,Duración del viaje,2018-01-01,Gasto medio por persona,398.45,No disponible
De 1 a 3 noches,2019,No disponible,Duración del viaje,2019-01-01,Gasto medio por persona,328.83,No disponible
De 1 a 3 noches,2020,No disponible,Duración del viaje,2020-01-01,Gasto medio por persona,300.14,No disponible
De 1 a 3 noches,2021,No disponible,Duración del viaje,2021-01-01,Gasto medio por persona,302.51,No disponible
De 1 a 3 noches,2022,No disponible,Duración del viaje,2022-01-01,Gasto medio por persona,419.41,No disponible
De 1 a 3 noches,2023,No disponible,Duración del viaje,2023-01-01,Gasto medio por persona,423.93,No disponible
De 1 a 3 noches,2016,No disponible,Duración del viaje,2016-01-01,Gasto medio diario por persona,156.56,No disponible
De 1 a 3 noches,2017,No disponible,Duración del viaje,2017-01-01,Gasto medio diario por persona,265.65,No disponible
De 1 a 3 noches,2018,No disponible,Duración del viaje,2018-01-01,Gasto medio diario por persona,181.34,No disponible
De 1 a 3 noches,2019,No disponible,Duración del viaje,2019-01-01,Gasto medio diario por persona,158.71,No disponible
De 1 a 3 noches,2020,No disponible,Duración del viaje,2020-01-01,Gasto medio diario por persona,206.71,No disponible
De 1 a 3 noches,2021,No disponible,Duración del viaje,2021-01-01,Gasto medio diario por persona,167.81,No disponible
De 1 a 3 noches,2022,No disponible,Duración del viaje,2022-01-01,Gasto medio diario por persona,208.42,No disponible
De 1 a 3 noches,2023,No disponible,Duración del viaje,2023-01-01,Gasto medio diario por persona,240.49,No disponible
De 1 a 3 noches,2016,No disponible,Duración del viaje,2016-01-01,Duración media de los viajes,1.81,No disponible
De 1 a 3 noches,2017,No disponible,Duración del viaje,2017-01-01,Duración media de los viajes,1.75,No disponible
De 1 a 3 noches,2018,No disponible,Duración del viaje,2018-01-01,Duración media de los viajes,2.2,No disponible
De 1 a 3 noches,2019,No disponible,Duración del viaje,2019-01-01,Duración media de los viajes,2.07,No disponible
De 1 a 3 noches,2020,No disponible,Duración del viaje,2020-01-01,Duración media de los viajes,1.45,No disponible
De 1 a 3 noches,2021,No disponible,Duración del viaje,2021-01-01,Duración media de los viajes,1.8,No disponible
De 1 a 3 noches,2022,No disponible,Duración del viaje,2022-01-01,Duración media de los viajes,2.01,No disponible
De 1 a 3 noches,2023,No disponible,Duración del viaje,2023-01-01,Duración media de los viajes,1.76,No disponible
Más de 3 noches,2016,No disponible,Duración del viaje,2016-01-01,Gasto total,69594.27,No disponible
Más de 3 noches,2017,No disponible,Duración del viaje,2017-01-01,Gasto total,70563.37,No disponible
Más de 3 noches,2018,No disponible,Duración del viaje,2018-01-01,Gasto total,71626.44,No disponible
Más de 3 noches,2019,No disponible,Duración del viaje,2019-01-01,Gasto total,78017.91,No disponible
Más de 3 noches,2020,No disponible,Duración del viaje,2020-01-01,Gasto total,14883.86,No disponible
Más de 3 noches,2021,No disponible,Duración del viaje,2021-01-01,Gasto total,37908.1,No disponible
Más de 3 noches,2022,No disponible,Duración del viaje,2022-01-01,Gasto total,88814.27,No disponible
Más de 3 noches,2023,No disponible,Duración del viaje,2023-01-01,Gasto total,63044.1,No disponible
Más de 3 noches,2016,No disponible,Duración del viaje,2016-01-01,Gasto medio por persona,1153.52,No disponible
Más de 3 noches,2017,No disponible,Duración del viaje,2017-01-01,Gasto medio por persona,1115.22,No disponible
Más de 3 noches,2018,No disponible,Duración del viaje,2018-01-01,Gasto medio por persona,1039.74,No disponible
Más de 3 noches,2019,No disponible,Duración del viaje,2019-01-01,Gasto medio por persona,998.74,No disponible
Más de 3 noches,2020,No disponible,Duración del viaje,2020-01-01,Gasto medio por persona,670.6,No disponible
Más de 3 noches,2021,No disponible,Duración del viaje,2021-01-01,Gasto medio por persona,1105.34,No disponible
Más de 3 noches,2022,No disponible,Duración del viaje,2022-01-01,Gasto medio por persona,1362.1,No disponible
Más de 3 noches,2023,No disponible,Duración del viaje,2023-01-01,Gasto medio por persona,1011.37,No disponible
Más de 3 noches,2016,No disponible,Duración del viaje,2016-01-01,Gasto medio diario por persona,87.85,No disponible
Más de 3 noches,2017,No disponible,Duración del viaje,2017-01-01,Gasto medio diario por persona,77.65,No disponible
Más de 3 noches,2018,No disponible,Duración del viaje,2018-01-01,Gasto medio diario por persona,88.76,No disponible
Más de 3 noches,2019,No disponible,Duración del viaje,2019-01-01,Gasto medio diario por persona,94.77,No disponible
Más de 3 noches,2020,No disponible,Duración del viaje,2020-01-01,Gasto medio diario por persona,56.44,No disponible
Más de 3 noches,2021,No disponible,Duración del viaje,2021-01-01,Gasto medio diario por persona,113.1,No disponible
Más de 3 noches,2022,No disponible,Duración del viaje,2022-01-01,Gasto medio diario por persona,124.6,No disponible
Más de 3 noches,2023,No disponible,Duración del viaje,2023-01-01,Gasto medio diario por persona,112.86,No disponible
Más de 3 noches,2016,No disponible,Duración del viaje,2016-01-01,Duración media de los viajes,13.13,No disponible
Más de 3 noches,2017,No disponible,Duración del viaje,2017-01-01,Duración media de los viajes,14.36,No disponible
Más de 3 noches,2018,No disponible,Duración del viaje,2018-01-01,Duración media de los viajes,11.71,No disponible
Más de 3 noches,2019,No disponible,Duración del viaje,2019-01-01,Duración media de los viajes,10.54,No disponible
Más de 3 noches,2020,No disponible,Duración del viaje,2020-01-01,Duración media de los viajes,11.88,No disponible
Más de 3 noches,2021,No disponible,Duración del viaje,2021-01-01,Duración media de los viajes,9.77,No disponible
Más de 3 noches,2022,No disponible,Duración del viaje,2022-01-01,Duración media de los viajes,10.93,No disponible
Más de 3 noches,2023,No disponible,Duración del viaje,2023-01-01,Duración media de los viajes,8.96,No disponible
No disponible,2016,No disponible,Partidas de gasto,2016-01-01,No disponible,93087.88,TOTAL
No disponible,2017,No disponible,Partidas de gasto,2017-01-01,No disponible,101962.17,TOTAL
No disponible,2018,No disponible,Partidas de gasto,2018-01-01,No disponible,101126.5,TOTAL
No disponible,2019,No disponible,Partidas de gasto,2019-01-01,No disponible,98201.73,TOTAL
No disponible,2020,No disponible,Partidas de gasto,2020-01-01,No disponible,21835.28,TOTAL
No disponible,2021,No disponible,Partidas de gasto,2021-01-01,No disponible,42027.48,TOTAL
No disponible,2022,No disponible,Partidas de gasto,2022-01-01,No disponible,108604.09,TOTAL
No disponible,2023,No disponible,Partidas de gasto,2023-01-01,No disponible,86729.82,TOTAL
No disponible,2016,No disponible,Partidas de gasto,2016-01-01,No disponible,7425.98,Gasto en paquete turístico
No disponible,2017,No disponible,Partidas de gasto,2017-01-01,No disponible,1225.69,Gasto en paquete turístico
No disponible,2018,No disponible,Partidas de gasto,2018-01-01,No disponible,3351.39,Gasto en paquete turístico
No disponible,2019,No disponible,Partidas de gasto,2019-01-01,No disponible,4893.82,Gasto en paquete turístico
No disponible,2020,No disponible,Partidas de gasto,2020-01-01,No disponible,0.0,Gasto en paquete turístico
No disponible,2021,No disponible,Partidas de gasto,2021-01-01,No disponible,934.58,Gasto en paquete turístico
No disponible,2022,No disponible,Partidas de gasto,2022-01-01,No disponible,707.33,Gasto en paquete turístico
No disponible,2023,No disponible,Partidas de gasto,2023-01-01,No disponible,0.96,Gasto en paquete turístico
No disponible,2016,No disponible,Partidas de gasto,2016-01-01,No disponible,21250.75,Gasto en transporte
No disponible,2017,No disponible,Partidas de gasto,2017-01-01,No disponible,31671.72,Gasto en transporte
No disponible,2018,No disponible,Partidas de gasto,2018-01-01,No disponible,24390.25,Gasto en transporte
No disponible,2019,No disponible,Partidas de gasto,2019-01-01,No disponible,21126.7,Gasto en transporte
No disponible,2020,No disponible,Partidas de gasto,2020-01-01,No disponible,2973.94,Gasto en transporte
No disponible,2021,No disponible,Partidas de gasto,2021-01-01,No disponible,7166.91,Gasto en transporte
No disponible,2022,No disponible,Partidas de gasto,2022-01-01,No disponible,23793.02,Gasto en transporte
No disponible,2023,No disponible,Partidas de gasto,2023-01-01,No disponible,23685.41,Gasto en transporte
No disponible,2016,No disponible,Partidas de gasto,2016-01-01,No disponible,14751.71,Gasto en alojamiento
