Periodo,Categoría,Residencia viajero,DATA
2023M08,3 estrellas,Residentes en Espańa,26385.69
2023M08,3 estrellas,No residentes en Espańa,5374.94
2023M08,1 y 2 estrellas,TOTAL,3204.74
2023M08,1 y 2 estrellas,Residentes en Espańa,2924.21
2023M08,1 y 2 estrellas,No residentes en Espańa,280.53
2023M08,Hostales y pensiones,TOTAL,9994.09
2023M08,Hostales y pensiones,Residentes en Espańa,7422.52
2023M08,Hostales y pensiones,No residentes en Espańa,2571.58
2023M09,TOTAL,TOTAL,59309.24
2023M09,TOTAL,Residentes en Espańa,39985.66
2023M09,TOTAL,No residentes en Espańa,19323.58
2023M09,4 y 5 estrellas,TOTAL,20120.64
2023M09,4 y 5 estrellas,Residentes en Espańa,11904.98
2023M09,4 y 5 estrellas,No residentes en Espańa,8215.66
2023M09,3 estrellas,TOTAL,27182.12
2023M09,3 estrellas,Residentes en Espańa,19788.24
2023M09,3 estrellas,No residentes en Espańa,7393.87
2023M09,1 y 2 estrellas,TOTAL,4139.35
2023M09,1 y 2 estrellas,Residentes en Espańa,3208.35
2023M09,1 y 2 estrellas,No residentes en Espańa,931
2023M09,Hostales y pensiones,TOTAL,7867.14
2023M09,Hostales y pensiones,Residentes en Espańa,5084.09
2023M09,Hostales y pensiones,No residentes en Espańa,2783.05
2023M10,TOTAL,TOTAL,53765.99
2023M10,TOTAL,Residentes en Espańa,40457.74
2023M10,TOTAL,No residentes en Espańa,13308.26
2023M10,4 y 5 estrellas,TOTAL,21105
2023M10,4 y 5 estrellas,Residentes en Espańa,13913.33
2023M10,4 y 5 estrellas,No residentes en Espańa,7191.67
2023M10,3 estrellas,TOTAL,23587.16
2023M10,3 estrellas,Residentes en Espańa,19222.01
2023M10,3 estrellas,No residentes en Espańa,4365.15
2023M10,1 y 2 estrellas,TOTAL,3452.19
2023M10,1 y 2 estrellas,Residentes en Espańa,2967.4
2023M10,1 y 2 estrellas,No residentes en Espańa,484.79
2023M10,Hostales y pensiones,TOTAL,5621.64
2023M10,Hostales y pensiones,Residentes en Espańa,4354.98
2023M10,Hostales y pensiones,No residentes en Espańa,1266.65
2023M11,TOTAL,TOTAL,39275.34
2023M11,TOTAL,Residentes en Espańa,33955.74
2023M11,TOTAL,No residentes en Espańa,5319.6
2023M11,4 y 5 estrellas,TOTAL,16489.16
2023M11,4 y 5 estrellas,Residentes en Espańa,13350.83
2023M11,4 y 5 estrellas,No residentes en Espańa,3138.34
2023M11,3 estrellas,TOTAL,17495.59
2023M11,3 estrellas,Residentes en Espańa,15756.2
2023M11,3 estrellas,No residentes en Espańa,1739.39
2023M11,1 y 2 estrellas,TOTAL,1908.2
2023M11,1 y 2 estrellas,Residentes en Espańa,1696.63
2023M11,1 y 2 estrellas,No residentes en Espańa,211.57
2023M11,Hostales y pensiones,TOTAL,3382.38
2023M11,Hostales y pensiones,Residentes en Espańa,3152.09
2023M11,Hostales y pensiones,No residentes en Espańa,230.3
2023M12,TOTAL,TOTAL,31868.03
2023M12,TOTAL,Residentes en Espańa,28661.3
2023M12,TOTAL,No residentes en Espańa,3206.73
2023M12,4 y 5 estrellas,TOTAL,12675.4
2023M12,4 y 5 estrellas,Residentes en Espańa,11163.45
2023M12,4 y 5 estrellas,No residentes en Espańa,1511.94
2023M12,3 estrellas,TOTAL,15649
2023M12,3 estrellas,Residentes en Espańa,14209.97
2023M12,3 estrellas,No residentes en Espańa,1439.03
2023M12,1 y 2 estrellas,TOTAL,1274.92
2023M12,1 y 2 estrellas,Residentes en Espańa,1176.28
2023M12,1 y 2 estrellas,No residentes en Espańa,98.64
2023M12,Hostales y pensiones,TOTAL,2268.72
2023M12,Hostales y pensiones,Residentes en Espańa,2111.6
2023M12,Hostales y pensiones,No residentes en Espańa,157.12
2024M01,TOTAL,TOTAL,26530.33
2024M01,TOTAL,Residentes en Espańa,22908.67
2024M01,TOTAL,No residentes en Espańa,3621.67
2024M01,4 y 5 estrellas,TOTAL,12191.46
2024M01,4 y 5 estrellas,Residentes en Espańa,10356.12
2024M01,4 y 5 estrellas,No residentes en Espańa,1835.34
2024M01,3 estrellas,TOTAL,12053.74
2024M01,3 estrellas,Residentes en Espańa,10400.85
2024M01,3 estrellas,No residentes en Espańa,1652.89
2024M01,1 y 2 estrellas,TOTAL,605.53
2024M01,1 y 2 estrellas,Residentes en Espańa,536.51
2024M01,1 y 2 estrellas,No residentes en Espańa,69.02
2024M01,Hostales y pensiones,TOTAL,1679.61
2024M01,Hostales y pensiones,Residentes en Espańa,1615.19
2024M01,Hostales y pensiones,No residentes en Espańa,64.41
2024M02,TOTAL,TOTAL,32960.16
2024M02,TOTAL,Residentes en Espańa,28882.94
2024M02,TOTAL,No residentes en Espańa,4077.23
2024M02,4 y 5 estrellas,TOTAL,14603
2024M02,4 y 5 estrellas,Residentes en Espańa,12405.5
2024M02,4 y 5 estrellas,No residentes en Espańa,2197.5
2024M02,3 estrellas,TOTAL,14652.97
2024M02,3 estrellas,Residentes en Espańa,13212.06
2024M02,3 estrellas,No residentes en Espańa,1440.91
2024M02,1 y 2 estrellas,TOTAL,1264.21
2024M02,1 y 2 estrellas,Residentes en Espańa,1165.12
2024M02,1 y 2 estrellas,No residentes en Espańa,99.08
2024M02,Hostales y pensiones,TOTAL,2439.99
2024M02,Hostales y pensiones,Residentes en Espańa,2100.26
2024M02,Hostales y pensiones,No residentes en Espańa,339.73
2024M03,TOTAL,TOTAL,46190.41
2024M03,TOTAL,Residentes en Espańa,39643.56
2024M03,TOTAL,No residentes en Espańa,6546.86
2024M03,4 y 5 estrellas,TOTAL,19173
2024M03,4 y 5 estrellas,Residentes en Espańa,15803.49
2024M03,4 y 5 estrellas,No residentes en Espańa,3369.51
2024M03,3 estrellas,TOTAL,19265.9
2024M03,3 estrellas,Residentes en Espańa,17052.98
2024M03,3 estrellas,No residentes en Espańa,2212.92
2024M03,1 y 2 estrellas,TOTAL,2874.32
2024M03,1 y 2 estrellas,Residentes en Espańa,2516.6
2024M03,1 y 2 estrellas,No residentes en Espańa,357.72
2024M03,Hostales y pensiones,TOTAL,4877.19
2024M03,Hostales y pensiones,Residentes en Espańa,4270.48
2024M03,Hostales y pensiones,No residentes en Espańa,606.71
