Periodo,Tipo de establecimiento,Indicador,CCAA,Residencia,DATA,Fecha
2007M11,Apartamentos,Pernoctaciones,Espańa,TOTAL,4010538,2007-11-01
2007M11,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,581658,2007-11-01
2007M11,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3428880,2007-11-01
2007M12,TOTAL,Viajeros,La Rioja,TOTAL,37170,2007-12-01
2007M12,TOTAL,Viajeros,La Rioja,Residentes en Espańa,34424,2007-12-01
2007M12,TOTAL,Viajeros,La Rioja,No residentes en Espańa,2746,2007-12-01
2007M12,TOTAL,Viajeros,Espańa,TOTAL,5653263,2007-12-01
2007M12,TOTAL,Viajeros,Espańa,Residentes en Espańa,3529913,2007-12-01
2007M12,TOTAL,Viajeros,Espańa,No residentes en Espańa,2123350,2007-12-01
2007M12,TOTAL,Pernoctaciones,La Rioja,TOTAL,77401,2007-12-01
2007M12,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,70581,2007-12-01
2007M12,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,6820,2007-12-01
2007M12,TOTAL,Pernoctaciones,Espańa,TOTAL,18985330,2007-12-01
2007M12,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,8110399,2007-12-01
2007M12,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,10874931,2007-12-01
2007M12,HOTELES,Viajeros,La Rioja,TOTAL,32043,2007-12-01
2007M12,HOTELES,Viajeros,La Rioja,Residentes en Espańa,29338,2007-12-01
2007M12,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2705,2007-12-01
2007M12,HOTELES,Viajeros,Espańa,TOTAL,4771360,2007-12-01
2007M12,HOTELES,Viajeros,Espańa,Residentes en Espańa,3064815,2007-12-01
2007M12,HOTELES,Viajeros,Espańa,No residentes en Espańa,1706545,2007-12-01
2007M12,HOTELES,Pernoctaciones,La Rioja,TOTAL,62449,2007-12-01
2007M12,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,55670,2007-12-01
2007M12,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,6779,2007-12-01
2007M12,HOTELES,Pernoctaciones,Espańa,TOTAL,13356493,2007-12-01
2007M12,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6551469,2007-12-01
2007M12,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,6805024,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,5127,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,5086,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,41,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,881903,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,465098,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,416805,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,14952,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,14911,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,41,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5628837,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1558930,2007-12-01
2007M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4069907,2007-12-01
2007M12,Camping,Viajeros,La Rioja,TOTAL,2307,2007-12-01
2007M12,Camping,Viajeros,La Rioja,Residentes en Espańa,2307,2007-12-01
2007M12,Camping,Viajeros,Espańa,TOTAL,123286,2007-12-01
2007M12,Camping,Viajeros,Espańa,Residentes en Espańa,97068,2007-12-01
2007M12,Camping,Viajeros,Espańa,No residentes en Espańa,26218,2007-12-01
2007M12,Camping,Pernoctaciones,La Rioja,TOTAL,6342,2007-12-01
2007M12,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,6342,2007-12-01
2007M12,Camping,Pernoctaciones,Espańa,TOTAL,812383,2007-12-01
2007M12,Camping,Pernoctaciones,Espańa,Residentes en Espańa,266827,2007-12-01
2007M12,Camping,Pernoctaciones,Espańa,No residentes en Espańa,545556,2007-12-01
2007M12,Turismo Rural,Viajeros,La Rioja,TOTAL,2164,2007-12-01
2007M12,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2123,2007-12-01
2007M12,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,41,2007-12-01
2007M12,Turismo Rural,Viajeros,Espańa,TOTAL,236710,2007-12-01
2007M12,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,227910,2007-12-01
2007M12,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,8800,2007-12-01
2007M12,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,6301,2007-12-01
2007M12,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,6260,2007-12-01
2007M12,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,41,2007-12-01
2007M12,Turismo Rural,Pernoctaciones,Espańa,TOTAL,673671,2007-12-01
2007M12,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,622713,2007-12-01
2007M12,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,50958,2007-12-01
2007M12,Apartamentos,Viajeros,La Rioja,TOTAL,656,2007-12-01
2007M12,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,656,2007-12-01
2007M12,Apartamentos,Viajeros,Espańa,TOTAL,521907,2007-12-01
2007M12,Apartamentos,Viajeros,Espańa,Residentes en Espańa,140120,2007-12-01
2007M12,Apartamentos,Viajeros,Espańa,No residentes en Espańa,381787,2007-12-01
2007M12,Apartamentos,Pernoctaciones,La Rioja,TOTAL,2309,2007-12-01
2007M12,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,2309,2007-12-01
2007M12,Apartamentos,Pernoctaciones,Espańa,TOTAL,4142783,2007-12-01
2007M12,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,669390,2007-12-01
2007M12,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3473393,2007-12-01
2008M01,TOTAL,Viajeros,La Rioja,TOTAL,31677,2008-01-01
2008M01,TOTAL,Viajeros,La Rioja,Residentes en Espańa,28997,2008-01-01
2008M01,TOTAL,Viajeros,La Rioja,No residentes en Espańa,2680,2008-01-01
2008M01,TOTAL,Viajeros,Espańa,TOTAL,4994504,2008-01-01
2008M01,TOTAL,Viajeros,Espańa,Residentes en Espańa,2920505,2008-01-01
2008M01,TOTAL,Viajeros,Espańa,No residentes en Espańa,2073999,2008-01-01
2008M01,TOTAL,Pernoctaciones,La Rioja,TOTAL,56699,2008-01-01
2008M01,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,50900,2008-01-01
2008M01,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,5799,2008-01-01
2008M01,TOTAL,Pernoctaciones,Espańa,TOTAL,18110775,2008-01-01
2008M01,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,6549118,2008-01-01
2008M01,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,11561657,2008-01-01
2008M01,HOTELES,Viajeros,La Rioja,TOTAL,28558,2008-01-01
2008M01,HOTELES,Viajeros,La Rioja,Residentes en Espańa,26060,2008-01-01
2008M01,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2498,2008-01-01
2008M01,HOTELES,Viajeros,Espańa,TOTAL,4328479,2008-01-01
2008M01,HOTELES,Viajeros,Espańa,Residentes en Espańa,2673147,2008-01-01
2008M01,HOTELES,Viajeros,Espańa,No residentes en Espańa,1655332,2008-01-01
2008M01,HOTELES,Pernoctaciones,La Rioja,TOTAL,49064,2008-01-01
2008M01,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,43619,2008-01-01
2008M01,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,5445,2008-01-01
2008M01,HOTELES,Pernoctaciones,Espańa,TOTAL,12710146,2008-01-01
2008M01,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,5661599,2008-01-01
2008M01,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,7048547,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,3119,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,2937,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,182,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,666025,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,247358,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,418667,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,7635,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,7281,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,354,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5400629,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,887519,2008-01-01
2008M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4513110,2008-01-01
2008M01,Camping,Viajeros,La Rioja,TOTAL,1419,2008-01-01
2008M01,Camping,Viajeros,La Rioja,Residentes en Espańa,1237,2008-01-01
2008M01,Camping,Viajeros,La Rioja,No residentes en Espańa,182,2008-01-01
2008M01,Camping,Viajeros,Espańa,TOTAL,98589,2008-01-01
2008M01,Camping,Viajeros,Espańa,Residentes en Espańa,64089,2008-01-01
2008M01,Camping,Viajeros,Espańa,No residentes en Espańa,34500,2008-01-01
2008M01,Camping,Pernoctaciones,La Rioja,TOTAL,3538,2008-01-01
2008M01,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,3184,2008-01-01
2008M01,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,354,2008-01-01
2008M01,Camping,Pernoctaciones,Espańa,TOTAL,804202,2008-01-01
2008M01,Camping,Pernoctaciones,Espańa,Residentes en Espańa,164586,2008-01-01
2008M01,Camping,Pernoctaciones,Espańa,No residentes en Espańa,639616,2008-01-01
2008M01,Turismo Rural,Viajeros,La Rioja,TOTAL,1237,2008-01-01
2008M01,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1237,2008-01-01
2008M01,Turismo Rural,Viajeros,Espańa,TOTAL,101801,2008-01-01
2008M01,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,94994,2008-01-01
2008M01,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,6807,2008-01-01
2008M01,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,2635,2008-01-01
2008M01,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,2635,2008-01-01
2008M01,Turismo Rural,Pernoctaciones,Espańa,TOTAL,269169,2008-01-01
2008M01,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,222154,2008-01-01
2008M01,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,47015,2008-01-01
2008M01,Apartamentos,Viajeros,La Rioja,TOTAL,463,2008-01-01
2008M01,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,463,2008-01-01
2008M01,Apartamentos,Viajeros,Espańa,TOTAL,465635,2008-01-01
2008M01,Apartamentos,Viajeros,Espańa,Residentes en Espańa,88275,2008-01-01
2008M01,Apartamentos,Viajeros,Espańa,No residentes en Espańa,377360,2008-01-01
2008M01,Apartamentos,Pernoctaciones,La Rioja,TOTAL,1462,2008-01-01
2008M01,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,1462,2008-01-01
2008M01,Apartamentos,Pernoctaciones,Espańa,TOTAL,4327258,2008-01-01
2008M01,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,500779,2008-01-01
2008M01,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3826479,2008-01-01
2008M02,TOTAL,Viajeros,La Rioja,TOTAL,39456,2008-02-01
2008M02,TOTAL,Viajeros,La Rioja,Residentes en Espańa,36403,2008-02-01
2008M02,TOTAL,Viajeros,La Rioja,No residentes en Espańa,3053,2008-02-01
2008M02,TOTAL,Viajeros,Espańa,TOTAL,6050782,2008-02-01
2008M02,TOTAL,Viajeros,Espańa,Residentes en Espańa,3693166,2008-02-01
2008M02,TOTAL,Viajeros,Espańa,No residentes en Espańa,2357616,2008-02-01
2008M02,TOTAL,Pernoctaciones,La Rioja,TOTAL,67017,2008-02-01
2008M02,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,60876,2008-02-01
2008M02,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,6141,2008-02-01
2008M02,TOTAL,Pernoctaciones,Espańa,TOTAL,20471140,2008-02-01
2008M02,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,8102119,2008-02-01
2008M02,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,12369021,2008-02-01
2008M02,HOTELES,Viajeros,La Rioja,TOTAL,34634,2008-02-01
2008M02,HOTELES,Viajeros,La Rioja,Residentes en Espańa,31852,2008-02-01
2008M02,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2782,2008-02-01
2008M02,HOTELES,Viajeros,Espańa,TOTAL,5242247,2008-02-01
2008M02,HOTELES,Viajeros,Espańa,Residentes en Espańa,3326713,2008-02-01
2008M02,HOTELES,Viajeros,Espańa,No residentes en Espańa,1915534,2008-02-01
2008M02,HOTELES,Pernoctaciones,La Rioja,TOTAL,57164,2008-02-01
2008M02,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,51496,2008-02-01
2008M02,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,5668,2008-02-01
2008M02,HOTELES,Pernoctaciones,Espańa,TOTAL,14831691,2008-02-01
2008M02,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,7028946,2008-02-01
2008M02,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,7802745,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,4822,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,4551,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,271,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,808535,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,366453,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,442082,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,9853,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,9380,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,473,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5639449,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1073173,2008-02-01
2008M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4566276,2008-02-01
2008M02,Camping,Viajeros,La Rioja,TOTAL,2346,2008-02-01
2008M02,Camping,Viajeros,La Rioja,Residentes en Espańa,2083,2008-02-01
2008M02,Camping,Viajeros,La Rioja,No residentes en Espańa,263,2008-02-01
2008M02,Camping,Viajeros,Espańa,TOTAL,130851,2008-02-01
2008M02,Camping,Viajeros,Espańa,Residentes en Espańa,94379,2008-02-01
2008M02,Camping,Viajeros,Espańa,No residentes en Espańa,36472,2008-02-01
2008M02,Camping,Pernoctaciones,La Rioja,TOTAL,4956,2008-02-01
2008M02,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,4500,2008-02-01
2008M02,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,456,2008-02-01
2008M02,Camping,Pernoctaciones,Espańa,TOTAL,867236,2008-02-01
2008M02,Camping,Pernoctaciones,Espańa,Residentes en Espańa,215150,2008-02-01
2008M02,Camping,Pernoctaciones,Espańa,No residentes en Espańa,652086,2008-02-01
2008M02,Turismo Rural,Viajeros,La Rioja,TOTAL,1603,2008-02-01
2008M02,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1603,2008-02-01
2008M02,Turismo Rural,Viajeros,Espańa,TOTAL,157022,2008-02-01
2008M02,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,146510,2008-02-01
2008M02,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,10512,2008-02-01
2008M02,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,2807,2008-02-01
2008M02,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,2807,2008-02-01
2008M02,Turismo Rural,Pernoctaciones,Espańa,TOTAL,354327,2008-02-01
2008M02,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,291846,2008-02-01
2008M02,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,62481,2008-02-01
2008M02,Apartamentos,Viajeros,La Rioja,TOTAL,873,2008-02-01
2008M02,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,865,2008-02-01
2008M02,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,8,2008-02-01
2008M02,Apartamentos,Viajeros,Espańa,TOTAL,520662,2008-02-01
2008M02,Apartamentos,Viajeros,Espańa,Residentes en Espańa,125564,2008-02-01
2008M02,Apartamentos,Viajeros,Espańa,No residentes en Espańa,395098,2008-02-01
2008M02,Apartamentos,Pernoctaciones,La Rioja,TOTAL,2090,2008-02-01
2008M02,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,2073,2008-02-01
2008M02,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,17,2008-02-01
2008M02,Apartamentos,Pernoctaciones,Espańa,TOTAL,4417886,2008-02-01
2008M02,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,566177,2008-02-01
2008M02,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3851709,2008-02-01
2008M03,TOTAL,Viajeros,La Rioja,TOTAL,54501,2008-03-01
2008M03,TOTAL,Viajeros,La Rioja,Residentes en Espańa,49977,2008-03-01
2008M03,TOTAL,Viajeros,La Rioja,No residentes en Espańa,4524,2008-03-01
2008M03,TOTAL,Viajeros,Espańa,TOTAL,7820262,2008-03-01
2008M03,TOTAL,Viajeros,Espańa,Residentes en Espańa,4788106,2008-03-01
2008M03,TOTAL,Viajeros,Espańa,No residentes en Espańa,3032156,2008-03-01
2008M03,TOTAL,Pernoctaciones,La Rioja,TOTAL,117573,2008-03-01
2008M03,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,109038,2008-03-01
2008M03,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,8535,2008-03-01
2008M03,TOTAL,Pernoctaciones,Espańa,TOTAL,26530050,2008-03-01
2008M03,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,12029412,2008-03-01
2008M03,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,14500638,2008-03-01
2008M03,HOTELES,Viajeros,La Rioja,TOTAL,42753,2008-03-01
2008M03,HOTELES,Viajeros,La Rioja,Residentes en Espańa,38860,2008-03-01
2008M03,HOTELES,Viajeros,La Rioja,No residentes en Espańa,3893,2008-03-01
2008M03,HOTELES,Viajeros,Espańa,TOTAL,6614349,2008-03-01
2008M03,HOTELES,Viajeros,Espańa,Residentes en Espańa,4097905,2008-03-01
2008M03,HOTELES,Viajeros,Espańa,No residentes en Espańa,2516444,2008-03-01
2008M03,HOTELES,Pernoctaciones,La Rioja,TOTAL,81273,2008-03-01
2008M03,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,73994,2008-03-01
2008M03,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,7279,2008-03-01
2008M03,HOTELES,Pernoctaciones,Espańa,TOTAL,19216127,2008-03-01
2008M03,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,9562449,2008-03-01
2008M03,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,9653678,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,11748,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,11117,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,631,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1205913,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,690201,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,515712,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,36300,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,35044,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,1256,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,7313923,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,2466963,2008-03-01
2008M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4846960,2008-03-01
2008M03,Camping,Viajeros,La Rioja,TOTAL,8859,2008-03-01
2008M03,Camping,Viajeros,La Rioja,Residentes en Espańa,8269,2008-03-01
2008M03,Camping,Viajeros,La Rioja,No residentes en Espańa,590,2008-03-01
2008M03,Camping,Viajeros,Espańa,TOTAL,346001,2008-03-01
2008M03,Camping,Viajeros,Espańa,Residentes en Espańa,282555,2008-03-01
2008M03,Camping,Viajeros,Espańa,No residentes en Espańa,63446,2008-03-01
2008M03,Camping,Pernoctaciones,La Rioja,TOTAL,27360,2008-03-01
2008M03,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,26242,2008-03-01
2008M03,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,1118,2008-03-01
2008M03,Camping,Pernoctaciones,Espańa,TOTAL,1611867,2008-03-01
2008M03,Camping,Pernoctaciones,Espańa,Residentes en Espańa,924425,2008-03-01
2008M03,Camping,Pernoctaciones,Espańa,No residentes en Espańa,687442,2008-03-01
2008M03,Turismo Rural,Viajeros,La Rioja,TOTAL,2080,2008-03-01
2008M03,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2039,2008-03-01
2008M03,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,41,2008-03-01
2008M03,Turismo Rural,Viajeros,Espańa,TOTAL,238412,2008-03-01
2008M03,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,223082,2008-03-01
2008M03,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,15330,2008-03-01
2008M03,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,6456,2008-03-01
2008M03,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,6318,2008-03-01
2008M03,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,138,2008-03-01
2008M03,Turismo Rural,Pernoctaciones,Espańa,TOTAL,749565,2008-03-01
2008M03,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,661224,2008-03-01
2008M03,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,88341,2008-03-01
2008M03,Apartamentos,Viajeros,La Rioja,TOTAL,809,2008-03-01
2008M03,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,809,2008-03-01
2008M03,Apartamentos,Viajeros,Espańa,TOTAL,621500,2008-03-01
2008M03,Apartamentos,Viajeros,Espańa,Residentes en Espańa,184564,2008-03-01
2008M03,Apartamentos,Viajeros,Espańa,No residentes en Espańa,436936,2008-03-01
2008M03,Apartamentos,Pernoctaciones,La Rioja,TOTAL,2484,2008-03-01
2008M03,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,2484,2008-03-01
2008M03,Apartamentos,Pernoctaciones,Espańa,TOTAL,4952491,2008-03-01
2008M03,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,881314,2008-03-01
2008M03,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,4071177,2008-03-01
2008M04,TOTAL,Viajeros,La Rioja,TOTAL,51687,2008-04-01
2008M04,TOTAL,Viajeros,La Rioja,Residentes en Espańa,44207,2008-04-01
2008M04,TOTAL,Viajeros,La Rioja,No residentes en Espańa,7480,2008-04-01
2008M04,TOTAL,Viajeros,Espańa,TOTAL,7700277,2008-04-01
2008M04,TOTAL,Viajeros,Espańa,Residentes en Espańa,4295915,2008-04-01
