Periodo,Tipo de establecimiento,Indicador,CCAA,Residencia,DATA,Fecha
2017M09,TOTAL,Viajeros,Espańa,Residentes en Espańa,6090501,2017-09-01
2017M09,TOTAL,Viajeros,Espańa,No residentes en Espańa,7486989,2017-09-01
2017M09,TOTAL,Pernoctaciones,La Rioja,TOTAL,161101,2017-09-01
2017M09,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,125269,2017-09-01
2017M09,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,35832,2017-09-01
2017M09,TOTAL,Pernoctaciones,Espańa,TOTAL,50794799,2017-09-01
2017M09,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,16027008,2017-09-01
2017M09,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,34767791,2017-09-01
2017M09,HOTELES,Viajeros,La Rioja,TOTAL,63945,2017-09-01
2017M09,HOTELES,Viajeros,La Rioja,Residentes en Espańa,45155,2017-09-01
2017M09,HOTELES,Viajeros,La Rioja,No residentes en Espańa,18790,2017-09-01
2017M09,HOTELES,Viajeros,Espańa,TOTAL,10933323,2017-09-01
2017M09,HOTELES,Viajeros,Espańa,Residentes en Espańa,4763407,2017-09-01
2017M09,HOTELES,Viajeros,Espańa,No residentes en Espańa,6169916,2017-09-01
2017M09,HOTELES,Pernoctaciones,La Rioja,TOTAL,114190,2017-09-01
2017M09,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,83380,2017-09-01
2017M09,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,30810,2017-09-01
2017M09,HOTELES,Pernoctaciones,Espańa,TOTAL,37961598,2017-09-01
2017M09,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,11356928,2017-09-01
2017M09,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,26604670,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,24009,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,20969,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,3040,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,2644167,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,1327094,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,1317073,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,46911,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,41889,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,5022,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,12833201,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,4670080,2017-09-01
2017M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,8163121,2017-09-01
2017M09,Camping,Viajeros,La Rioja,TOTAL,14649,2017-09-01
2017M09,Camping,Viajeros,La Rioja,Residentes en Espańa,12835,2017-09-01
2017M09,Camping,Viajeros,La Rioja,No residentes en Espańa,1814,2017-09-01
2017M09,Camping,Viajeros,Espańa,TOTAL,811164,2017-09-01
2017M09,Camping,Viajeros,Espańa,Residentes en Espańa,496892,2017-09-01
2017M09,Camping,Viajeros,Espańa,No residentes en Espańa,314272,2017-09-01
2017M09,Camping,Pernoctaciones,La Rioja,TOTAL,26985,2017-09-01
2017M09,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,23956,2017-09-01
2017M09,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,3029,2017-09-01
2017M09,Camping,Pernoctaciones,Espańa,TOTAL,3640672,2017-09-01
2017M09,Camping,Pernoctaciones,Espańa,Residentes en Espańa,1809117,2017-09-01
2017M09,Camping,Pernoctaciones,Espańa,No residentes en Espańa,1831555,2017-09-01
2017M09,Turismo Rural,Viajeros,La Rioja,TOTAL,3818,2017-09-01
2017M09,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,3478,2017-09-01
2017M09,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,340,2017-09-01
2017M09,Turismo Rural,Viajeros,Espańa,TOTAL,404320,2017-09-01
2017M09,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,295266,2017-09-01
2017M09,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,109054,2017-09-01
2017M09,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,8020,2017-09-01
2017M09,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,7376,2017-09-01
2017M09,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,644,2017-09-01
2017M09,Turismo Rural,Pernoctaciones,Espańa,TOTAL,1027460,2017-09-01
2017M09,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,659315,2017-09-01
2017M09,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,368145,2017-09-01
2017M09,Apartamentos,Viajeros,La Rioja,TOTAL,5008,2017-09-01
2017M09,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,4218,2017-09-01
2017M09,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,790,2017-09-01
2017M09,Apartamentos,Viajeros,Espańa,TOTAL,1340835,2017-09-01
2017M09,Apartamentos,Viajeros,Espańa,Residentes en Espańa,484616,2017-09-01
2017M09,Apartamentos,Viajeros,Espańa,No residentes en Espańa,856219,2017-09-01
2017M09,Apartamentos,Pernoctaciones,La Rioja,TOTAL,11096,2017-09-01
2017M09,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,9857,2017-09-01
2017M09,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,1239,2017-09-01
2017M09,Apartamentos,Pernoctaciones,Espańa,TOTAL,7950693,2017-09-01
2017M09,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,2079239,2017-09-01
2017M09,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,5871454,2017-09-01
2017M09,Albergues,Viajeros,La Rioja,TOTAL,534,2017-09-01
2017M09,Albergues,Viajeros,La Rioja,Residentes en Espańa,438,2017-09-01
2017M09,Albergues,Viajeros,La Rioja,No residentes en Espańa,96,2017-09-01
2017M09,Albergues,Viajeros,Espańa,TOTAL,87848,2017-09-01
2017M09,Albergues,Viajeros,Espańa,Residentes en Espańa,50320,2017-09-01
2017M09,Albergues,Viajeros,Espańa,No residentes en Espańa,37528,2017-09-01
2017M09,Albergues,Pernoctaciones,La Rioja,TOTAL,810,2017-09-01
2017M09,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,700,2017-09-01
2017M09,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,110,2017-09-01
2017M09,Albergues,Pernoctaciones,Espańa,TOTAL,214376,2017-09-01
2017M09,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,122409,2017-09-01
2017M09,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,91967,2017-09-01
2017M10,TOTAL,Viajeros,La Rioja,TOTAL,70967,2017-10-01
2017M10,TOTAL,Viajeros,La Rioja,Residentes en Espańa,58708,2017-10-01
2017M10,TOTAL,Viajeros,La Rioja,No residentes en Espańa,12259,2017-10-01
2017M10,TOTAL,Viajeros,Espańa,TOTAL,11310082,2017-10-01
2017M10,TOTAL,Viajeros,Espańa,Residentes en Espańa,5182398,2017-10-01
2017M10,TOTAL,Viajeros,Espańa,No residentes en Espańa,6127684,2017-10-01
2017M10,TOTAL,Pernoctaciones,La Rioja,TOTAL,136409,2017-10-01
2017M10,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,115222,2017-10-01
2017M10,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,21187,2017-10-01
2017M10,TOTAL,Pernoctaciones,Espańa,TOTAL,39978172,2017-10-01
2017M10,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,11836119,2017-10-01
2017M10,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,28142053,2017-10-01
2017M10,HOTELES,Viajeros,La Rioja,TOTAL,53788,2017-10-01
2017M10,HOTELES,Viajeros,La Rioja,Residentes en Espańa,43550,2017-10-01
2017M10,HOTELES,Viajeros,La Rioja,No residentes en Espańa,10238,2017-10-01
2017M10,HOTELES,Viajeros,Espańa,TOTAL,9458367,2017-10-01
2017M10,HOTELES,Viajeros,Espańa,Residentes en Espańa,4302798,2017-10-01
2017M10,HOTELES,Viajeros,Espańa,No residentes en Espańa,5155569,2017-10-01
2017M10,HOTELES,Pernoctaciones,La Rioja,TOTAL,97292,2017-10-01
2017M10,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,79695,2017-10-01
2017M10,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,17597,2017-10-01
2017M10,HOTELES,Pernoctaciones,Espańa,TOTAL,30898617,2017-10-01
2017M10,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,9259469,2017-10-01
2017M10,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,21639148,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,17179,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,15158,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,2021,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1851715,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,879600,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,972115,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,39117,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,35527,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,3590,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,9079555,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,2576650,2017-10-01
2017M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,6502905,2017-10-01
2017M10,Camping,Viajeros,La Rioja,TOTAL,7057,2017-10-01
2017M10,Camping,Viajeros,La Rioja,Residentes en Espańa,6107,2017-10-01
2017M10,Camping,Viajeros,La Rioja,No residentes en Espańa,950,2017-10-01
2017M10,Camping,Viajeros,Espańa,TOTAL,384601,2017-10-01
2017M10,Camping,Viajeros,Espańa,Residentes en Espańa,245632,2017-10-01
2017M10,Camping,Viajeros,Espańa,No residentes en Espańa,138969,2017-10-01
2017M10,Camping,Pernoctaciones,La Rioja,TOTAL,17000,2017-10-01
2017M10,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,15317,2017-10-01
2017M10,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,1683,2017-10-01
2017M10,Camping,Pernoctaciones,Espańa,TOTAL,1859162,2017-10-01
2017M10,Camping,Pernoctaciones,Espańa,Residentes en Espańa,775104,2017-10-01
2017M10,Camping,Pernoctaciones,Espańa,No residentes en Espańa,1084058,2017-10-01
2017M10,Turismo Rural,Viajeros,La Rioja,TOTAL,4064,2017-10-01
2017M10,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,3925,2017-10-01
2017M10,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,139,2017-10-01
2017M10,Turismo Rural,Viajeros,Espańa,TOTAL,351998,2017-10-01
2017M10,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,275768,2017-10-01
2017M10,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,76230,2017-10-01
2017M10,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,8858,2017-10-01
2017M10,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,8614,2017-10-01
2017M10,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,244,2017-10-01
2017M10,Turismo Rural,Pernoctaciones,Espańa,TOTAL,871649,2017-10-01
2017M10,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,598195,2017-10-01
2017M10,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,273454,2017-10-01
2017M10,Apartamentos,Viajeros,La Rioja,TOTAL,5433,2017-10-01
2017M10,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,4524,2017-10-01
2017M10,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,909,2017-10-01
2017M10,Apartamentos,Viajeros,Espańa,TOTAL,1028122,2017-10-01
2017M10,Apartamentos,Viajeros,Espańa,Residentes en Espańa,300886,2017-10-01
2017M10,Apartamentos,Viajeros,Espańa,No residentes en Espańa,727236,2017-10-01
2017M10,Apartamentos,Pernoctaciones,La Rioja,TOTAL,12233,2017-10-01
2017M10,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,10593,2017-10-01
2017M10,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,1640,2017-10-01
2017M10,Apartamentos,Pernoctaciones,Espańa,TOTAL,6142675,2017-10-01
2017M10,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,1073590,2017-10-01
2017M10,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,5069085,2017-10-01
2017M10,Albergues,Viajeros,La Rioja,TOTAL,625,2017-10-01
2017M10,Albergues,Viajeros,La Rioja,Residentes en Espańa,602,2017-10-01
2017M10,Albergues,Viajeros,La Rioja,No residentes en Espańa,23,2017-10-01
2017M10,Albergues,Viajeros,Espańa,TOTAL,86994,2017-10-01
2017M10,Albergues,Viajeros,Espańa,Residentes en Espańa,57314,2017-10-01
2017M10,Albergues,Viajeros,Espańa,No residentes en Espańa,29680,2017-10-01
2017M10,Albergues,Pernoctaciones,La Rioja,TOTAL,1026,2017-10-01
2017M10,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,1003,2017-10-01
2017M10,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,23,2017-10-01
2017M10,Albergues,Pernoctaciones,Espańa,TOTAL,206069,2017-10-01
2017M10,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,129761,2017-10-01
2017M10,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,76308,2017-10-01
2017M11,TOTAL,Viajeros,La Rioja,TOTAL,53788,2017-11-01
2017M11,TOTAL,Viajeros,La Rioja,Residentes en Espańa,48334,2017-11-01
2017M11,TOTAL,Viajeros,La Rioja,No residentes en Espańa,5454,2017-11-01
2017M11,TOTAL,Viajeros,Espańa,TOTAL,7160188,2017-11-01
2017M11,TOTAL,Viajeros,Espańa,Residentes en Espańa,3875020,2017-11-01
2017M11,TOTAL,Viajeros,Espańa,No residentes en Espańa,3285168,2017-11-01
2017M11,TOTAL,Pernoctaciones,La Rioja,TOTAL,99058,2017-11-01
2017M11,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,89104,2017-11-01
2017M11,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,9954,2017-11-01
2017M11,TOTAL,Pernoctaciones,Espańa,TOTAL,23418537,2017-11-01
2017M11,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,8168189,2017-11-01
2017M11,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,15250348,2017-11-01
2017M11,HOTELES,Viajeros,La Rioja,TOTAL,42276,2017-11-01
2017M11,HOTELES,Viajeros,La Rioja,Residentes en Espańa,37447,2017-11-01
2017M11,HOTELES,Viajeros,La Rioja,No residentes en Espańa,4829,2017-11-01
2017M11,HOTELES,Viajeros,Espańa,TOTAL,6068290,2017-11-01
2017M11,HOTELES,Viajeros,Espańa,Residentes en Espańa,3340928,2017-11-01
2017M11,HOTELES,Viajeros,Espańa,No residentes en Espańa,2727362,2017-11-01
2017M11,HOTELES,Pernoctaciones,La Rioja,TOTAL,75128,2017-11-01
2017M11,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,66421,2017-11-01
2017M11,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,8707,2017-11-01
2017M11,HOTELES,Pernoctaciones,Espańa,TOTAL,17537435,2017-11-01
2017M11,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6723998,2017-11-01
2017M11,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,10813437,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,11512,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,10887,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,625,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1091898,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,534092,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,557806,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,23930,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,22683,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,1247,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5881102,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1444191,2017-11-01
2017M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4436911,2017-11-01
2017M11,Camping,Viajeros,La Rioja,TOTAL,5242,2017-11-01
2017M11,Camping,Viajeros,La Rioja,Residentes en Espańa,4852,2017-11-01
2017M11,Camping,Viajeros,La Rioja,No residentes en Espańa,390,2017-11-01
2017M11,Camping,Viajeros,Espańa,TOTAL,158334,2017-11-01
2017M11,Camping,Viajeros,Espańa,Residentes en Espańa,103360,2017-11-01
2017M11,Camping,Viajeros,Espańa,No residentes en Espańa,54974,2017-11-01
2017M11,Camping,Pernoctaciones,La Rioja,TOTAL,10756,2017-11-01
2017M11,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,10044,2017-11-01
2017M11,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,712,2017-11-01
2017M11,Camping,Pernoctaciones,Espańa,TOTAL,1016641,2017-11-01
2017M11,Camping,Pernoctaciones,Espańa,Residentes en Espańa,294181,2017-11-01
2017M11,Camping,Pernoctaciones,Espańa,No residentes en Espańa,722460,2017-11-01
2017M11,Turismo Rural,Viajeros,La Rioja,TOTAL,2839,2017-11-01
2017M11,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2809,2017-11-01
2017M11,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,30,2017-11-01
2017M11,Turismo Rural,Viajeros,Espańa,TOTAL,227662,2017-11-01
2017M11,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,200857,2017-11-01
2017M11,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,26805,2017-11-01
2017M11,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,5354,2017-11-01
2017M11,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,5314,2017-11-01
2017M11,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,40,2017-11-01
2017M11,Turismo Rural,Pernoctaciones,Espańa,TOTAL,492788,2017-11-01
2017M11,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,395854,2017-11-01
2017M11,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,96934,2017-11-01
2017M11,Apartamentos,Viajeros,La Rioja,TOTAL,3121,2017-11-01
2017M11,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,2917,2017-11-01
2017M11,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,204,2017-11-01
2017M11,Apartamentos,Viajeros,Espańa,TOTAL,645355,2017-11-01
2017M11,Apartamentos,Viajeros,Espańa,Residentes en Espańa,187852,2017-11-01
2017M11,Apartamentos,Viajeros,Espańa,No residentes en Espańa,457503,2017-11-01
2017M11,Apartamentos,Pernoctaciones,La Rioja,TOTAL,7276,2017-11-01
2017M11,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,6782,2017-11-01
2017M11,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,494,2017-11-01
2017M11,Apartamentos,Pernoctaciones,Espańa,TOTAL,4226692,2017-11-01
2017M11,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,661329,2017-11-01
2017M11,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3565363,2017-11-01
2017M11,Albergues,Viajeros,La Rioja,TOTAL,310,2017-11-01
2017M11,Albergues,Viajeros,La Rioja,Residentes en Espańa,309,2017-11-01
2017M11,Albergues,Viajeros,La Rioja,No residentes en Espańa,1,2017-11-01
2017M11,Albergues,Viajeros,Espańa,TOTAL,60547,2017-11-01
2017M11,Albergues,Viajeros,Espańa,Residentes en Espańa,42023,2017-11-01
2017M11,Albergues,Viajeros,Espańa,No residentes en Espańa,18524,2017-11-01
2017M11,Albergues,Pernoctaciones,La Rioja,TOTAL,544,2017-11-01
2017M11,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,543,2017-11-01
2017M11,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,1,2017-11-01
2017M11,Albergues,Pernoctaciones,Espańa,TOTAL,144981,2017-11-01
2017M11,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,92827,2017-11-01
2017M11,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,52154,2017-11-01
2017M12,TOTAL,Viajeros,La Rioja,TOTAL,49859,2017-12-01
2017M12,TOTAL,Viajeros,La Rioja,Residentes en Espańa,46765,2017-12-01
2017M12,TOTAL,Viajeros,La Rioja,No residentes en Espańa,3094,2017-12-01
2017M12,TOTAL,Viajeros,Espańa,TOTAL,7067369,2017-12-01
2017M12,TOTAL,Viajeros,Espańa,Residentes en Espańa,4206302,2017-12-01
2017M12,TOTAL,Viajeros,Espańa,No residentes en Espańa,2861067,2017-12-01
2017M12,TOTAL,Pernoctaciones,La Rioja,TOTAL,96094,2017-12-01
2017M12,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,90385,2017-12-01
2017M12,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,5709,2017-12-01
2017M12,TOTAL,Pernoctaciones,Espańa,TOTAL,22614602,2017-12-01
2017M12,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,9195475,2017-12-01
2017M12,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,13419127,2017-12-01
2017M12,HOTELES,Viajeros,La Rioja,TOTAL,36720,2017-12-01
2017M12,HOTELES,Viajeros,La Rioja,Residentes en Espańa,33903,2017-12-01
2017M12,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2817,2017-12-01
2017M12,HOTELES,Viajeros,Espańa,TOTAL,5805767,2017-12-01
2017M12,HOTELES,Viajeros,Espańa,Residentes en Espańa,3461708,2017-12-01
2017M12,HOTELES,Viajeros,Espańa,No residentes en Espańa,2344059,2017-12-01
2017M12,HOTELES,Pernoctaciones,La Rioja,TOTAL,66129,2017-12-01
2017M12,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,60897,2017-12-01
2017M12,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,5232,2017-12-01
2017M12,HOTELES,Pernoctaciones,Espańa,TOTAL,16211799,2017-12-01
2017M12,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6983672,2017-12-01
2017M12,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,9228127,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,13139,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,12862,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,277,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1261602,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,744594,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,517008,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,29965,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,29488,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,477,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,6402803,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,2211803,2017-12-01
2017M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4191000,2017-12-01
2017M12,Camping,Viajeros,La Rioja,TOTAL,4872,2017-12-01
2017M12,Camping,Viajeros,La Rioja,Residentes en Espańa,4813,2017-12-01
2017M12,Camping,Viajeros,La Rioja,No residentes en Espańa,59,2017-12-01
2017M12,Camping,Viajeros,Espańa,TOTAL,162620,2017-12-01
2017M12,Camping,Viajeros,Espańa,Residentes en Espańa,118158,2017-12-01
2017M12,Camping,Viajeros,Espańa,No residentes en Espańa,44462,2017-12-01
2017M12,Camping,Pernoctaciones,La Rioja,TOTAL,8628,2017-12-01
2017M12,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,8590,2017-12-01
2017M12,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,38,2017-12-01
2017M12,Camping,Pernoctaciones,Espańa,TOTAL,1128894,2017-12-01
2017M12,Camping,Pernoctaciones,Espańa,Residentes en Espańa,379174,2017-12-01
2017M12,Camping,Pernoctaciones,Espańa,No residentes en Espańa,749720,2017-12-01
2017M12,Turismo Rural,Viajeros,La Rioja,TOTAL,3095,2017-12-01
2017M12,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,3061,2017-12-01
2017M12,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,34,2017-12-01
2017M12,Turismo Rural,Viajeros,Espańa,TOTAL,330529,2017-12-01
2017M12,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,308404,2017-12-01
2017M12,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,22125,2017-12-01
